Parameter,Date,Value,Ticker,Company,Type,Finacial Type,Created Date
Basic EPS,2015-12-31,1.28000,AMZN,amezon,financial-ration,Q,05-29-20
Basic EPS,2014-12-31,-0.52000,AMZN,amezon,financial-ration,Q,05-29-20
Basic EPS,2013-12-31,0.60000,AMZN,amezon,financial-ration,Q,05-29-20
Basic EPS,2012-12-31,-0.09000,AMZN,amezon,financial-ration,Q,05-29-20
Basic EPS,2011-12-31,1.39000,AMZN,amezon,financial-ration,Q,05-29-20
Basic EPS,2010-12-31,2.58000,AMZN,amezon,financial-ration,Q,05-29-20
Basic EPS,2009-12-31,2.08000,AMZN,amezon,financial-ration,Q,05-29-20
Basic EPS,2008-12-31,1.52000,AMZN,amezon,financial-ration,Q,05-29-20
Basic EPS,2007-12-31,1.15000,AMZN,amezon,financial-ration,Q,05-29-20
Basic EPS,2006-12-31,0.46000,AMZN,amezon,financial-ration,Q,05-29-20
Basic EPS,2005-12-31,0.87000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2019-12-31,23.01000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2018-12-31,20.14000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2017-12-31,6.15000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2016-12-31,4.90000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2015-12-31,1.25000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2014-12-31,-0.52000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2013-12-31,0.59000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2012-12-31,-0.09000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2011-12-31,1.37000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2010-12-31,2.53000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2009-12-31,2.04000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2008-12-31,1.49000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2007-12-31,1.12000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2006-12-31,0.45000,AMZN,amezon,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2005-12-31,0.84000,AMZN,amezon,financial-ration,Q,05-29-20
